Date and Time Downloaded : 04/21/2020 09:25:51 am"Health Facility Code","Health Facility Code Short","Facility Name","Old Health Facility Names","Old Health Facility Name 2","Old Health Facility Name 3","Health Facility Type","Ownership Major Classification","Ownership Sub-Classification for Government facilities","Ownership Sub-Classification for private facilities","Street Name and #           ","Building name and #","Region Name","Region PSGC","Province Name","Province PSGC","City/Municipality Name","City/Municipality PSGC","Barangay Name","Barangay PSGC","Zip Code","Landline Number","Landline Number 2","Fax Number","Email Address","Alternate Email Address","Official Website","Facility Head: Last Name","Facility Head: First Name","Facility Head: Middle Name","Facility Head: Position","Hospital Licensing Status","Service Capability","Bed Capacity"
"DOH000000000004501","4501","PAMANA MEDICAL CENTER","","","","Hospital","Private","","","NATIONAL HIGHWAY","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF CALAMBA","043405000","HALANG","043405013","4027","+63 495028850","+63 495456858","","pamana_medical_center@yahoo.com","","","BAGOS","LOUIE","D.","Chief of Hospital","With License","Level 1","35"
"DOH000000000004503","4503","BINANGONAN RURAL HEALTH UNIT III"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","ZULUETA STREET"," ","REGION IV-A (CALABAR ZON)","040000000","RIZAL","045800000","BINANGONAN","045804000","LIBID (POB.)","045804038","1940","+63 026525597"," "," "," "," "," ","REYES","FILIPINA"," ","Public Health Nurse","","",""
"DOH000000000004527","4527","BINANGONAN RURAL HEALTH UNIT II"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","NATIONAL ROAD"," ","REGION IV-A (CALABAR ZON)","040000000","RIZAL","045800000","BINANGONAN","045804000","TAYUMAN","045804036","1940","+63 022895727"," "," "," "," "," ","DIESTRO","ROSALINDA","ALCANTARA","Public Health Nurse","","",""
"DOH000000000004533","4533","ALITAGTAG RURAL HEALTH UNIT","","","","Rural Health Unit","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","ALITAGTAG","041002000","POBLACION EAST","041002015","4205","+63 437720207","+63 437720154","+63 437720154","","","","CASTILLO","FLORDELIZA","","Municipal Health Officer","","",""
"DOH000000000004540","4540","GUINAYANGAN MUNICIPAL HEALTH OFFICE","GUINAYANGAN RURAL HEALTH UNIT"," "," ","Rural Health Unit","Government","Local Government Unit"," ","PUBLIC MARKET STREET","MUNICPAL HEALTH OFFICE BUILDING","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","GUINAYANGAN","045618000","CALIMPAK","045618010","4319","+63 423034754"," "," ","mhoguinayangan@yahoo.com"," "," ","ARDIENTE","ANNABEL","TAGANAS","Municipal Health Officer","","",""
"DOH000000000004561","4561","BARAS RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","RIZAL STREET"," ","REGION IV-A (CALABAR ZON)","040000000","RIZAL","045800000","BARAS","045803000","MABINI","045803009","1970","+63 023684942"," "," ","barasrhumesu@yahoo.com"," "," ","MALABANAN","ALLEN","MATIGNAS","Municipal Health Officer","","",""
"DOH000000000004562","4562","SSMC SATELLITE HOSPITAL - ROSARIO BRANCH"," "," "," ","Hospital","Private"," "," ","ABUTIN BLDG., SALINAS DRIVE"," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","ROSARIO","042117000","TEJEROS CONVENTION","042117010","4106","+63 464387125"," "," "," "," "," ","RABE","JOSER","C."," ","Without License","",""
"DOH000000000004574","4574","TUY RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","TUY","041034000","LUNA (POB.)","041034013","4214","+63 432760043"," ","+63 432760047","tuy_rhu@yahoo.com.ph"," "," ","ADRIAS","PILAR","AFABLE","Municipal Health Officer","","",""
"DOH000000000004583","4583","PAGSANJAN MEDICAL CLINIC AND GENERAL HOSPITAL","PAGSANJAN MEDICAL CLINIC INC.","","","Hospital","Private","","","","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","PAGSANJAN","043419000","SAMPALOC","043419015","4008","+63 495014228","+63 495014882","+63 495017574","pagsanjan_med_pmci@yahoo.com","","","UNSON","SUSIE","L.","Medical Director","With License","Level 1","25"
"DOH000000000004591","4591","DE LA SALLE UNIVERSITY MEDICAL CENTER","","","","Hospital","Private","","","CONGRESSIONAL AVENUE, PASONG LAWIN","","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","CITY OF DASMARI?AS","042106000","","","4115","+63 029883100","+63 464818000","","","","http://www.dishsi.edu.ph","PACIFICO","JAIME","L.","Chief of Hospital","With License","Level 3","250"
"DOH000000000004612","4612","NAIC DOCTORS HOSPITAL, INC.","","","","Hospital","Private","","","DAANG MAKINA","","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","NAIC","042115000","MAKINA","042115019","4110","+63 464121443","","","","","","CASTRO","PERLITA","D.","Chief of Hospital","With License","Level 1","30"
"DOH000000000004623","4623","CARDONA RURAL HEALTH UNIT I"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","RIZAL STREET"," ","REGION IV-A (CALABAR ZON)","040000000","RIZAL","045800000","CARDONA","045806000","REAL (POB.)","045806022","1950","+63 026521598"," "," "," "," "," ","SILAO","ELOIDA","ESTRELLA","Municipal Health Officer","","",""
"DOH000000000004641","4641","CALATAGAN MEDICARE HOSPITAL","","","","Infirmary","Government","Local Government Unit","","APACIBLE STREET","","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","CALATAGAN","041008000","","","4215","+63 434190160","","","","","","VERGARA","CARMELITA","S.","","With License","","25"
"DOH000000000004686","4686","MARAGONDON RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","MARAGONDON","042113000","GARITA I A","042113008","4112","+63 464121432"," ","+63 464121432","maragondonrhu@yahoo.com"," "," ","DIEZ","RUFINO","SINGSON","Municipal Health Officer","","",""
"DOH000000000004691","4691","ST. FRANCES CABRINI MEDICAL CENTER, INC.","","","","Hospital","Private","","","MAHARLIKA HIGHWAY","","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","SANTO TOMAS","041028000","BARANGAY II (POB.)","041028002","4234","+63 487784811","","+63 487784819","cabrini.medicalcenter@gmail.com","","","GELLIDO","MALEN","M.","Chief of Hospital","With License","Level 2","100"
"DOH000000000004746","4746","CITY HEALTH OFFICE II - PULO CITY OF CABUYAO","CABUYAO RURAL HEALTH UNIT II","","","Rural Health Unit","Government","Local Government Unit","","OLD NATIONAL HIGHWAY","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CABUYAO CITY","043404000","PULO","043404013","4025","+63 495314281","+63 0495314697","","rhu2cabuyao@yahoo.com","cho2cabuyao@yahoo.com.ph","","AGUILLO","CECIL ARNOLD","GARCIA","City Health Officer","","",""
"DOH000000000004786","4786","IBAAN MUNICIPAL HEALTH OFFICE","IBAAN RURAL HEALTH UNIT"," "," ","Rural Health Unit","Government","Local Government Unit"," ","DON PEDRO SUBDIVISION"," ","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","IBAAN","041010000","TALAIBON","041010025","4230","+63 433111566"," ","+63 433117950","ibaan_mho@yahoo.com"," "," ","CHUA","AGNES","MARQUEZ","Municipal Health Officer","","",""
"DOH000000000004795","4795","FIRST FILIPINO SAINT HOSPITAL","","","","Hospital","Private","","","GOVERNOR'S DRIVE","","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","NAIC","042115000","SAN ROQUE","042115028","4110","+63 464121411","+63 464121763","","ffsh 52698@yahoo.com.ph","","","VASQUEZ","RAFAEL","A.","Chief of Hospital","With License","Level 1","40"
"DOH000000000004801","4801","ST. ANNE GENERAL HOSPITAL, INC.","","","","Hospital","Private","","","P. GOMEZ STREET","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","LUCENA CITY (Capital)","045624000","IBABANG DUPAY","045624020","4301","+63 427102218","","+63 427105234","st.annegeneralhospital@yahoo.com","saghiofficial@yahoo.com","","VILLANUEVA","ANNA","A.","Chief of Hospital","With License","Level 2","80"
"DOH000000000004841","4841","GENERAL RICARTE HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","GEENRAL RICARTE STREET"," ","REGION IV-A (CALABAR ZON)","040000000","RIZAL","045800000","CAINTA","045805000","SAN JUAN","045805016","1900"," "," "," "," "," "," ","JAVIER","JOVITO","BERNARDINO","Rural Health Physician","","",""
"DOH000000000004885","4885","PALMA-MALALUAN HOSPITAL","","","","Hospital","Private","","","J. MAGTIBAY STREET","","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","ROSARIO","041021000","","","4225","+63 437784811","","","","","","INCIONG","DARWIN JAY","M.","Chief of Hospital","With License","Level 1","25"
"DOH000000000004887","4887","GEN. MARIANO ALVAREZ RURAL HEALTH UNIT I"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","BLOCK 11-B"," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","GEN. MARIANO ALVAREZ","042123000","GREGORIA DE JESUS","042123014","4117","+63 469722017"," "," ","gmarhu@yahoo.com"," "," ","ALCASID","EDUARDO"," ","Municipal Health Officer","","",""
"DOH000000000004934","4934","TUY GENERAL HOSPITAL"," "," "," ","Hospital","Private"," "," ","NO. 6 P. BURGOS STREET"," ","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","TUY","041034000"," "," ","4214"," "," "," "," "," "," ","CALINGASAN","MARIBEL","R."," ","Without License","",""
"DOH000000000004948","4948","GUMACA MAIN HEALTH CENTER - ANNEX"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","MAHARLIKA HIGHWAY"," ","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","GUMACA","045619000","VILLA NAVA","045619059","4306","+63 423176226"," ","+63 423177591"," "," "," "," "," "," "," ","","",""
"DOH000000000004956","4956","ST. MATTHEUS MEDICAL HOSPITAL, INC.","","","","Hospital","Private","","","60 GENERAL LUNA STREET","","REGION IV-A (CALABAR ZON)","040000000","RIZAL","045800000","SAN MATEO","045811000","BANABA","045811012","1850","+63 029971741","","","stmattheus_medicalhospital@hotmail.ph","","","CORNEL","DON","G.","Chief of Hospital","With License","Level 1","50"
"DOH000000000004972","4972","SAN NARCISO MUNICIPAL HOSPITAL","","","","Hospital","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","SAN NARCISO","045644000","BAYANIHAN (POB.)","045644015","4313","","","","snanarcisomunicipalhospital@yahoo.com","","","OJASTRO","ROSALINE","A.","Chief of Hospital","With License","Level 1","10"
"DOH000000000004974","4974","SANTO TOMAS GENERAL HOSPITAL","","","","Hospital","Private","","","1181 PRES. J. P. LAUREL HIGHWAY","","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","SANTO TOMAS","041028000","SAN ROQUE","041028021","4234","+63 437295060","","","stqh91@yahoo.com","","","PLATON","JOHNNY","F.","Chief of Hospital","With License","Level 1","18"
"DOH000000000004991","4991","SAN FRANCISCO RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","SAN FRANCISCO (AURORA)","045642000","POBLACION","045642012","4315"," "," "," "," "," "," ","INONCILLO","JOSE ODILON","R.","Municipal Health Officer","","",""
"DOH000000000005020","5020","CATALAN MEDICAL HOSPITAL"," "," "," ","Hospital","Private"," "," ","523 J. M. LOYOLA STREET"," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","CARMONA","042104000"," "," ","4116"," "," "," "," "," "," ","CATALAN","AMELIA","A."," ","Without License","",""
"DOH000000000005036","5036","IMUS CITY HEALTH OFFICE II","","","","Rural Health Unit","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","IMUS CITY","042109000","POBLACION III-A (POB.)","042109008","4103","+63 464715560","","","","","","CORONADO","RHODORA","J.","Rural Health Physician","","",""
"DOH000000000005062","5062","ST. JOHN THE BAPTIST MEDICAL CENTER, INC.","","","","Hospital","Private","","","","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF CALAMBA","043405000","PARIAN","043405037","4027","+63 495457258","","","sjbmi@yahoo.com","","","OROZCO","REBECCA","C.","Chief of Hospital","With License","Level 1","35"
"DOH000000000005068","5068","E. CONTRERAS MEDICAL CLINIC","CONTRERAS MEDICAL CLINIC","","","Hospital","Private","","","GEN. TRIAS DRIVE","","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","ROSARIO","042117000","TEJEROS CONVENTION","042117010","4106","+63 464381958","","","contrerasmedclinic@yahoo.com","","","LIMJOCO","AILEEN","C.","Medical Director","With License","Level 1","24"
"DOH000000000005082","5082","MARY MEDIATRIX MEDICAL CENTER","","","","Hospital","Private","","","J.P. LAUREL HIGHWAY","","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","LIPA CITY","041014000","MATAAS NA LUPA","041014031","4217","+63 437736800","+63 437736861","+63 437736861","mmmcadm@mmmc.ph","","","MAGSINO","ROBERT","M.","Chief of Hospital","With License","Level 3","200"
"DOH000000000005083","5083","SAN ISIDRO HOSPITAL","SAN ISIDRO HOSPITAL, INCORPORATED","","","Hospital","Private","","","119 QUEZON AVENUE","","REGION IV-A (CALABAR ZON)","040000000","RIZAL","045800000","ANGONO","045801000","SAN ISIDRO","045801009","1930","+63 024512397","","+63 026510954","sanisidro_hospital@yahoo.com","","","MARCELINO","DOMINADOR","E.","Medical Director","With License","Level 1","20"
"DOH000000000005101","5101","TAYSAN RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","TAYSAN","041032000","POBLACION WEST","041032016","4228"," "," "," ","taysan_rhu@yahoo.com.ph","dredelicia@yahoo.com"," ","REDELICIA","MARIA ROSITA DAISY","PAUIG","Municipal Health Officer","","",""
"DOH000000000005105","5105","UNCIANO COLLEGES AND GENERAL HOSPITAL, INC.","UNCIANO MEDICAL CENTER","","","Hospital","Private","","","CIRCUMFERENTIAL ROAD","","REGION IV-A (CALABAR ZON)","040000000","RIZAL","045800000","CITY OF ANTIPOLO (Capital)","045802000","SAN ROQUE (POB.)","045802009","1870","+63 026507170","+63 026507096","","umcicc2013@gmail.com","","","LIM","JIMMY","","Medical Director","With License","Level 2","100"
"DOH000000000005106","5106","UNISAN MEDICARE COMMUNITY HOSPITAL","","","","Hospital","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","UNISAN","045649000","KALILAYAN IBABA","045649011","4305","+63 425498362","","","conglancion@yahoo.com","","","ZUBIRI","MARYLEN","D.","Chief of Hospital","With License","Level 1","10"
"DOH000000000005108","5108","YNARES MUNICIPAL HOSPITAL","JALAJALA MUNICIPAL HOSPITAL","RIZAL PROVINCIAL HOSPITAL SYSTEM-JALA-JALA ANNEX","","Hospital","Government","Local Government Unit","","474 NATIONAL ROAD","","REGION IV-A (CALABAR ZON)","040000000","RIZAL","045800000","JALA-JALA","045807000","SIPSIPIN","045807014","1990","+63 024256210","","","rph_ymh@yahoo.com","","","CENIDOZA","ELENITA","M.","Chief of Hospital","With License","Level 1","10"
"DOH000000000005140","5140","IMUS CITY HEALTH OFFICE III"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","IMUS CITY","042109000","POBLACION III-B","042109090","4103","+63 464719734","+63 9175524799"," "," "," "," ","CALINGASAN","RONALDO","I.","City Health Officer","","",""
"DOH000000000005148","5148","TAAL POLYMEDIC HOSPITAL AND MEDICAL CENTER","","","","Hospital","Private","","","DIVERSION ROAD","","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","TAAL","041029000","CARASUCHE","041029007","4208","+63 432142384","","","tphmedcen96@yahoo.com","","","TENORIO","BASIL ERIC","J.","Chief of Hospital","With License","Level 2","40"
"DOH000000000005178","5178","PAGSANJAN RURAL HEALTH UNIT","","","","Rural Health Unit","Government","Local Government Unit","","SITIO I","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","PAGSANJAN","043419000","BIÑAN","043419002","4008","","","","","","","TORRES","LYRA","LERON","Municipal Health Officer","","",""
"DOH000000000005200","5200","ALABAT ISLAND DISTRICT HOSPITAL","ALABAT EMERGENCY HOSPITAL","","","Hospital","Government","Local Government Unit","","NATIONAL ROAD CORNER QUEZON STREET","","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","ALABAT","045602000","BARANGAY  4 (POB.)","045602013","4333","+63 423028028","","","trsjr_2@yahoo.com","","","SERRANO","TEODORO, JR.","REYES","Chief of Hospital","With License","Level 1","25"
"DOH000000000005227","5227","SAN NICOLAS RURAL HEALTH UNIT","","","","Rural Health Unit","Government","Local Government Unit","","JOSE P. LAUREL","","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","SAN NICOLAS","041025000","POBLACION","041025013","4207","+63 432185392","","+63 432105200","sannicolasrhu@yahoo.com","","","GARCIA","ARNEL","C.","Municipal Health Officer","","",""
"DOH000000000005228","5228","LAUREL RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","CP GARCIA STREET"," ","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","LAUREL","041011000","BARANGAY  2 (POB.)","041011017","4221","+63 437414032"," ","+63 437414031","GRACEAMO@YAHOO.COM"," "," ","GARCIA","BENBENATO","RAMILO","Municipal Health Officer","","",""
"DOH000000000005235","5235","PAETE GENERAL HOSPITAL","","","","Hospital","Private","","","J.P. RIZAL STREET","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","PAETE","043418000","QUINALE (POB.)","043418009","4016","+63 495570005","","+63 495570005","paetegeneralhospital@yahoo.com","","","AGBAY","NONA","CALABIG","Medical Director","With License","Level 1","15"
"DOH000000000005238","5238","LIPA CITY MAIN HEALTH CENTER (NORTH DISTRICT)"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","LIPA CITY","041014000","INOSLOBAN","041014021","4217","+63 434042055"," "," ","north_dhc@yahoo.com"," "," ","GARCIA","AVELYN","M.","Municipal Health Officer","","",""
"DOH000000000005239","5239","TANAY RURAL HEALTH UNIT II"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","JP RIZAL STREET"," ","REGION IV-A (CALABAR ZON)","040000000","RIZAL","045800000","TANAY","045812000","SAMPALOC","045812012","1980"," "," "," ","rhu23tanay@yahoo.com"," "," ","RIVERA","AMOR DULCE","AQUINO","Rural Health Physician","","",""
"DOH000000000005242","5242","SAN ANDRES MAIN HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","FERNANDEZ STREET"," ","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","SAN ANDRES","045640000","POBLACION","045640007","4314"," "," "," "," "," "," ","FLORIDO, JR","VIRGILIO","OBLEFIAS","Municipal Health Officer","","",""
"DOH000000000005253","5253","LOS BAÑOS DOCTORS HOSPITAL AND MEDICAL CENTER","","","","Hospital","Private","","","","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","LOS BA?OS","043411000","BATONG MALAKE","043411004","4030","+63 495360100","","+63 495361225","lbdhmc@yahoo.com","","","LEPORGO","FLORENCIO JR.","P.","Chief of Hospital","With License","Level 2","80"
